,0,1
AKIRIN1,1.0,0.0
NDUFS5,1.0,0.0
MACF1,1.0,0.0
BMP8A,0.0,1.0
PABPC4,1.0,0.0
HEYL,1.0,0.0
PPIE,0.0,1.0
OXCT2,0.0,1.0
BMP8B,0.0,1.0
TRIT1,1.0,0.0
MYCL,0.0,1.0
MFSD2A,0.0,1.0
CAP1,1.0,0.0
PPT1,1.0,0.0
RLF,1.0,0.0
TMCO2,1.0,0.0
ZMPSTE24,0.0,1.0
COL9A2,1.0,0.0
SMAP2,0.0,1.0
ZFP69B,0.0,1.0
ZFP69,1.0,0.0
EXO5,1.0,0.0
ZNF684,1.0,0.0
RIMS3,1.0,0.0
NFYC-AS1,1.0,0.0
NFYC,1.0,0.0
KCNQ4,1.0,0.0
CITED4,1.0,0.0
CTPS1,1.0,0.0
SLFNL1,1.0,0.0
SCMH1,1.0,0.0
FOXO6,1.0,0.0
EDN2,0.0,1.0
HIVEP3,0.0,1.0
GUCA2B,1.0,0.0
GUCA2A,1.0,0.0
FOXJ3,0.0,1.0
RIMKLA,1.0,0.0
ZMYND12,0.0,1.0
PPCS,0.0,1.0
CCDC30,0.0,1.0
PPIH,0.0,1.0
YBX1,1.0,0.0
CLDN19,0.0,1.0
C1orf50,0.0,1.0
ERMAP,1.0,0.0
ZNF691,0.0,1.0
SLC2A1,1.0,0.0
SLC2A1-AS1,0.0,1.0
FAM183A,0.0,1.0
EBNA1BP2,1.0,0.0
TMEM125,1.0,0.0
C1orf210,0.0,1.0
TIE1,1.0,0.0
MPL,1.0,0.0
CDC20,0.0,1.0
ELOVL1,0.0,1.0
MED8,1.0,0.0
SZT2,0.0,1.0
SZT2-AS1,1.0,0.0
HYI,0.0,1.0
PTPRF,0.0,1.0
KDM4A,0.0,1.0
KDM4A-AS1,1.0,0.0
ST3GAL3,0.0,1.0
ARTN,0.0,1.0
IPO13,0.0,1.0
DPH2,1.0,0.0
ATP6V0B,0.0,1.0
B4GALT2,1.0,0.0
CCDC24,0.0,1.0
SLC6A9,1.0,0.0
KLF17,1.0,0.0
DMAP1,1.0,0.0
ERI3,0.0,1.0
RNF220,1.0,0.0
TMEM53,1.0,0.0
KIF2C,1.0,0.0
RPS8,1.0,0.0
BEST4,1.0,0.0
PLK3,1.0,0.0
TCTEX1D4,1.0,0.0
BTBD19,0.0,1.0
PTCH2,1.0,0.0
EIF2B3,1.0,0.0
HECTD3,1.0,0.0
UROD,1.0,0.0
ZSWIM5,1.0,0.0
HPDL,1.0,0.0
MUTYH,0.0,1.0
TOE1,1.0,0.0
TESK2,1.0,0.0
MMACHC,1.0,0.0
PRDX1,0.0,1.0
AHCYL1,1.0,0.0
STRIP1,1.0,0.0
ALX3,1.0,0.0
SLC6A17,1.0,0.0
KCNC4,1.0,0.0
RBM15,0.0,1.0
SLC16A4,0.0,1.0
LAMTOR5,0.0,1.0
PROK1,1.0,0.0
CD53,0.0,1.0
LRIF1,1.0,0.0
DRAM2,1.0,0.0
CEPT1,0.0,1.0
DENND2D,1.0,0.0
CHI3L2,1.0,0.0
PIFO,0.0,1.0
OVGP1,1.0,0.0
WDR77,1.0,0.0
C1orf162,1.0,0.0
ADORA3,0.0,1.0
LINC01160,1.0,0.0
RAP1A,0.0,1.0
DDX20,0.0,1.0
KCND3,0.0,1.0
CAMK1G,0.0,1.0
LAMB3,1.0,0.0
G0S2,1.0,0.0
HSD11B1,0.0,1.0
TRAF3IP3,0.0,1.0
C1orf74,1.0,0.0
IRF6,1.0,0.0
SYT14,1.0,0.0
SERTAD4-AS1,0.0,1.0
SERTAD4,1.0,0.0
HHAT,1.0,0.0
KCNH1,0.0,1.0
RCOR3,0.0,1.0
TRAF5,0.0,1.0
LINC00467,1.0,0.0
RD3,1.0,0.0
SLC30A1,0.0,1.0
AL356310.1,0.0,1.0
NEK2,1.0,0.0
LPGAT1,1.0,0.0
INTS7,0.0,1.0
DTL,1.0,0.0
PPP2R5A,1.0,0.0
TMEM206,0.0,1.0
NENF,1.0,0.0
ATF3,1.0,0.0
FAM71A,1.0,0.0
BATF3,1.0,0.0
NSL1,0.0,1.0
TATDN3,0.0,1.0
FLVCR1,1.0,0.0
VASH2,1.0,0.0
ANGEL2,1.0,0.0
RPS6KC1,0.0,1.0
PROX1,1.0,0.0
SMYD2,0.0,1.0
PTPN14,0.0,1.0
CENPF,1.0,0.0
KCNK2,1.0,0.0
KCTD3,1.0,0.0
USH2A,0.0,1.0
ESRRG,1.0,0.0
GPATCH2,1.0,0.0
SPATA17,1.0,0.0
RRP15,1.0,0.0
TGFB2,1.0,0.0
C1orf143,1.0,0.0
LYPLAL1,1.0,0.0
ZC3H11B,1.0,0.0
SLC30A10,1.0,0.0
EPRS,1.0,0.0
BPNT1,1.0,0.0
IARS2,1.0,0.0
RAB3GAP2,1.0,0.0
MARK1,0.0,1.0
C1orf115,1.0,0.0
MARC2,0.0,1.0
MARC1,0.0,1.0
RNU6ATAC35P,1.0,0.0
HLX,1.0,0.0
DUSP10,1.0,0.0
HHIPL2,0.0,1.0
TAF1A,0.0,1.0
MIA3,0.0,1.0
AIDA,1.0,0.0
BROX,0.0,1.0
DISP1,1.0,0.0
TLR5,0.0,1.0
SUSD4,1.0,0.0
CAPN8,1.0,0.0
CAPN2,1.0,0.0
TP53BP2,0.0,1.0
FBXO28,0.0,1.0
DEGS1,1.0,0.0
NVL,1.0,0.0
CNIH4,0.0,1.0
WDR26,0.0,1.0
CNIH3,1.0,0.0
DNAH14,1.0,0.0
LBR,0.0,1.0
ENAH,0.0,1.0
SRP9,0.0,1.0
DLG5,1.0,0.0
AL391421.1,1.0,0.0
POLR3A,1.0,0.0
RPS24,0.0,1.0
LINC00595,1.0,0.0
ZMIZ1-AS1,1.0,0.0
ZMIZ1,0.0,1.0
PPIF,1.0,0.0
ZCCHC24,0.0,1.0
EIF5AL1,0.0,1.0
SFTPA2,1.0,0.0
SFTPA1,0.0,1.0
NUTM2B,0.0,1.0
SFTPD,0.0,1.0
TMEM254-AS1,1.0,0.0
TMEM254,1.0,0.0
PLAC9,0.0,1.0
ANXA11,0.0,1.0
LINC00857,1.0,0.0
MAT1A,1.0,0.0
DYDC1,0.0,1.0
DYDC2,0.0,1.0
FAM213A,1.0,0.0
TSPAN14,1.0,0.0
SH2D4B,1.0,0.0
NRG3,0.0,1.0
GHITM,1.0,0.0
C10orf99,0.0,1.0
CDHR1,0.0,1.0
RGR,0.0,1.0
LINC00858,1.0,0.0
CCSER2,0.0,1.0
GRID1,0.0,1.0
LDB3,0.0,1.0
BMPR1A,0.0,1.0
MMRN2,1.0,0.0
SNCG,1.0,0.0
ADIRF,0.0,1.0
FAM25A,1.0,0.0
GLUD1,1.0,0.0
NUTM2A,0.0,1.0
NUTM2A-AS1,1.0,0.0
NUTM2D,1.0,0.0
MINPP1,1.0,0.0
PAPSS2,1.0,0.0
ATAD1,0.0,1.0
KLLN,0.0,1.0
PTEN,1.0,0.0
RNLS,1.0,0.0
LIPJ,0.0,1.0
LIPF,1.0,0.0
ANKRD22,0.0,1.0
STAMBPL1,1.0,0.0
ACTA2-AS1,0.0,1.0
ACTA2,1.0,0.0
FAS,1.0,0.0
CH25H,0.0,1.0
AL353751.1,1.0,0.0
IFIT2,1.0,0.0
LIPA,0.0,1.0
IFIT3,0.0,1.0
IFIT1,0.0,1.0
IFIT5,0.0,1.0
SLC16A12,0.0,1.0
PANK1,0.0,1.0
KIF20B,1.0,0.0
LINC00865,1.0,0.0
HTR7,1.0,0.0
RPP30,1.0,0.0
ANKRD1,1.0,0.0
PCGF5,1.0,0.0
HECTD2,1.0,0.0
PPP1R3C,1.0,0.0
TNKS2-AS1,1.0,0.0
TNKS2,0.0,1.0
FGFBP3,1.0,0.0
BTAF1,1.0,0.0
CPEB3,0.0,1.0
MARCH5,1.0,0.0
IDE,1.0,0.0
KIF11,1.0,0.0
HHEX,1.0,0.0
EXOC6,0.0,1.0
CYP26C1,1.0,0.0
CYP26A1,1.0,0.0
MYOF,1.0,0.0
CEP55,1.0,0.0
FFAR4,0.0,1.0
RBP4,1.0,0.0
PDE6C,1.0,0.0
FRA10AC1,0.0,1.0
LGI1,0.0,1.0
SLC35G1,0.0,1.0
PLCE1,0.0,1.0
NOC3L,0.0,1.0
TBC1D12,0.0,1.0
HELLS,0.0,1.0
CYP2C8,1.0,0.0
PDLIM1,0.0,1.0
SORBS1,1.0,0.0
ALDH18A1,1.0,0.0
TCTN3,0.0,1.0
ENTPD1,0.0,1.0
ENTPD1-AS1,0.0,1.0
CC2D2B,1.0,0.0
CCNJ,0.0,1.0
ZNF518A,1.0,0.0
BLNK,1.0,0.0
TLL2,1.0,0.0
TM9SF3,1.0,0.0
PIK3AP1,1.0,0.0
LCOR,1.0,0.0
ARHGAP19-SLIT1,1.0,0.0
ARHGAP19,1.0,0.0
FRAT1,1.0,0.0
FRAT2,1.0,0.0
RRP12,1.0,0.0
PGAM1,0.0,1.0
EXOSC1,1.0,0.0
ZDHHC16,0.0,1.0
MMS19,1.0,0.0
AL355490.2,1.0,0.0
UBTD1,1.0,0.0
ANKRD2,0.0,1.0
C10orf62,0.0,1.0
HOGA1,1.0,0.0
MORN4,0.0,1.0
PI4K2A,1.0,0.0
AVPI1,1.0,0.0
MARVELD1,1.0,0.0
ZFYVE27,0.0,1.0
SFRP5,1.0,0.0
GOLGA7B,1.0,0.0
CRTAC1,1.0,0.0
R3HCC1L,0.0,1.0
LOXL4,0.0,1.0
PYROXD2,1.0,0.0
HPS1,1.0,0.0
CNNM1,1.0,0.0
GOT1,0.0,1.0
SLC25A28,1.0,0.0
ENTPD7,1.0,0.0
COX15,1.0,0.0
CUTC,0.0,1.0
ABCC2,1.0,0.0
DNMBP-AS1,0.0,1.0
DNMBP,0.0,1.0
ERLIN1,1.0,0.0
CHUK,0.0,1.0
PLEKHS1,1.0,0.0
DCLRE1A,1.0,0.0
NHLRC2,1.0,0.0
ADRB1,0.0,1.0
TDRD1,0.0,1.0
VWA2,0.0,1.0
AFAP1L2,0.0,1.0
ABLIM1,0.0,1.0
FAM160B1,1.0,0.0
TRUB1,1.0,0.0
ATRNL1,1.0,0.0
GFRA1,1.0,0.0
PNLIPRP1,1.0,0.0
C10orf82,1.0,0.0
HSPA12A,0.0,1.0
ENO4,0.0,1.0
PDZD8,1.0,0.0
EMX2OS,0.0,1.0
EMX2,1.0,0.0
RAB11FIP2,1.0,0.0
CASC2,1.0,0.0
FAM204A,1.0,0.0
LINC00867,0.0,1.0
PRLHR,1.0,0.0
CACUL1,1.0,0.0
NANOS1,0.0,1.0
EIF3A,1.0,0.0
FAM45A,1.0,0.0
SFXN4,1.0,0.0
PRDX3,1.0,0.0
GRK5,1.0,0.0
RGS10,1.0,0.0
TIAL1,0.0,1.0
BAG3,0.0,1.0
INPP5F,1.0,0.0
MCMBP,0.0,1.0
SEC23IP,1.0,0.0
WDR11-AS1,1.0,0.0
WDR11,0.0,1.0
FGFR2,0.0,1.0
ATE1,1.0,0.0
NSMCE4A,0.0,1.0
TACC2,0.0,1.0
BTBD16,1.0,0.0
PLEKHA1,1.0,0.0
HTRA1,0.0,1.0
DMBT1,0.0,1.0
C10orf120,0.0,1.0
CUZD1,0.0,1.0
FAM24B,1.0,0.0
C10orf88,0.0,1.0
PSTK,0.0,1.0
IKZF5,1.0,0.0
ACADSB,1.0,0.0
BUB3,1.0,0.0
CPXM2,1.0,0.0
CHST15,0.0,1.0
OAT,0.0,1.0
NKX1-2,1.0,0.0
LHPP,1.0,0.0
FAM53B,0.0,1.0
AC068896.1,1.0,0.0
ZRANB1,1.0,0.0
CTBP2,1.0,0.0
EDRF1,0.0,1.0
EDRF1-AS1,1.0,0.0
MMP21,1.0,0.0
UROS,0.0,1.0
BCCIP,0.0,1.0
DHX32,0.0,1.0
FANK1,0.0,1.0
ADAM12,1.0,0.0
DOCK1,1.0,0.0
CLRN3,0.0,1.0
PTPRE,0.0,1.0
MKI67,0.0,1.0
MGMT,1.0,0.0
EBF3,0.0,1.0
GLRX3,1.0,0.0
PPP2R2D,0.0,1.0
BNIP3,0.0,1.0
JAKMIP3,1.0,0.0
DPYSL4,0.0,1.0
STK32C,0.0,1.0
LRRC27,1.0,0.0
PWWP2B,0.0,1.0
C10orf91,1.0,0.0
INPP5A,1.0,0.0
NKX6-2,1.0,0.0
KNDC1,1.0,0.0
UTF1,1.0,0.0
MIR202HG,0.0,1.0
ADAM8,1.0,0.0
TUBGCP2,1.0,0.0
ZNF511,0.0,1.0
CALY,1.0,0.0
PRAP1,0.0,1.0
FUOM,0.0,1.0
ECHS1,0.0,1.0
PAOX,1.0,0.0
MTG1,0.0,1.0
CYP2E1,0.0,1.0
HSD17B12,1.0,0.0
ALKBH3,0.0,1.0
C11orf96,1.0,0.0
ACCS,1.0,0.0
EXT2,1.0,0.0
CD82,0.0,1.0
TSPAN18,1.0,0.0
TP53I11,1.0,0.0
PRDM11,0.0,1.0
SYT13,0.0,1.0
CHST1,0.0,1.0
SLC35C1,1.0,0.0
CRY2,1.0,0.0
MAPK8IP1,1.0,0.0
C11orf94,1.0,0.0
PEX16,1.0,0.0
PHF21A,1.0,0.0
AC024475.1,0.0,1.0
CREB3L1,0.0,1.0
DGKZ,1.0,0.0
MDK,1.0,0.0
AMBRA1,1.0,0.0
HARBI1,0.0,1.0
ATG13,1.0,0.0
ARHGAP1,1.0,0.0
ZNF408,0.0,1.0
CKAP5,1.0,0.0
LRP4-AS1,1.0,0.0
LRP4,0.0,1.0
C11orf49,1.0,0.0
ARFGAP2,0.0,1.0
PACSIN3,0.0,1.0
DDB2,0.0,1.0
ACP2,1.0,0.0
NR1H3,0.0,1.0
MADD,1.0,0.0
MYBPC3,0.0,1.0
SPI1,0.0,1.0
SLC39A13,1.0,0.0
PSMC3,1.0,0.0
RAPSN,1.0,0.0
UNC93B1,0.0,1.0
ALDH3B1,0.0,1.0
NDUFS8,1.0,0.0
TCIRG1,1.0,0.0
CHKA,0.0,1.0
C11orf24,1.0,0.0
LRP5,0.0,1.0
PPP6R3,0.0,1.0
AP003096.1,1.0,0.0
GAL,1.0,0.0
CPT1A,1.0,0.0
MRPL21,1.0,0.0
IGHMBP2,0.0,1.0
MRGPRF,1.0,0.0
TPCN2,1.0,0.0
MYEOV,0.0,1.0
AP000439.1,1.0,0.0
AP000439.2,1.0,0.0
AP000439.3,1.0,0.0
CCND1,0.0,1.0
ORAOV1,1.0,0.0
FGF19,1.0,0.0
ANO1,1.0,0.0
FADD,0.0,1.0
PPFIA1,0.0,1.0
CTTN,1.0,0.0
SHANK2-AS1,1.0,0.0
SHANK2,1.0,0.0
SHANK2-AS3,1.0,0.0
DHCR7,1.0,0.0
NADSYN1,1.0,0.0
KRTAP5-7,1.0,0.0
KRTAP5-8,1.0,0.0
KRTAP5-9,0.0,1.0
KRTAP5-10,0.0,1.0
AP003498.1,1.0,0.0
FAM86C1,1.0,0.0
ZNF705E,1.0,0.0
RNF121,1.0,0.0
IL18BP,0.0,1.0
NUMA1,1.0,0.0
AP002490.1,0.0,1.0
LAMTOR1,0.0,1.0
LRTOMT,1.0,0.0
ANAPC15,0.0,1.0
FOLR3,0.0,1.0
FOLR1,1.0,0.0
FOLR2,0.0,1.0
INPPL1,1.0,0.0
PHOX2A,1.0,0.0
CLPB,0.0,1.0
PDE2A,1.0,0.0
ARAP1-AS1,1.0,0.0
ARAP1-AS2,1.0,0.0
ARAP1,0.0,1.0
STARD10,1.0,0.0
ATG16L2,0.0,1.0
FCHSD2,0.0,1.0
P2RY2,0.0,1.0
P2RY6,1.0,0.0
ARHGEF17,1.0,0.0
AP002761.1,1.0,0.0
RELT,1.0,0.0
FAM168A,1.0,0.0
PLEKHB1,1.0,0.0
RAB6A,1.0,0.0
MRPL48,1.0,0.0
COA4,0.0,1.0
PAAF1,1.0,0.0
DNAJB13,1.0,0.0
UCP2,1.0,0.0
UCP3,1.0,0.0
C2CD3,1.0,0.0
PPME1,0.0,1.0
P4HA3,1.0,0.0
PGM2L1,1.0,0.0
KCNE3,0.0,1.0
LIPT2,1.0,0.0
POLD3,1.0,0.0
CHRDL2,1.0,0.0
RNF169,1.0,0.0
XRRA1,0.0,1.0
SPCS2,1.0,0.0
NEU3,0.0,1.0
OR2AT4,0.0,1.0
SLCO2B1,1.0,0.0
TPBGL,0.0,1.0
ARRB1,1.0,0.0
RPS3,1.0,0.0
KLHL35,1.0,0.0
GDPD5,1.0,0.0
SERPINH1,1.0,0.0
MAP6,0.0,1.0
MOGAT2,1.0,0.0
DGAT2,1.0,0.0
UVRAG,0.0,1.0
WNT11,1.0,0.0
LRRC32,0.0,1.0
TSKU,0.0,1.0
ACER3,1.0,0.0
B3GNT6,1.0,0.0
CAPN5,0.0,1.0
MYO7A,1.0,0.0
PAK1,1.0,0.0
CLNS1A,1.0,0.0
AQP11,1.0,0.0
RSF1,0.0,1.0
AAMDC,0.0,1.0
INTS4,1.0,0.0
KCTD14,0.0,1.0
THRSP,1.0,0.0
NDUFC2,0.0,1.0
ALG8,1.0,0.0
KCTD21-AS1,0.0,1.0
KCTD21,1.0,0.0
USP35,0.0,1.0
GAB2,1.0,0.0
NARS2,1.0,0.0
TENM4,1.0,0.0
FAM181B,0.0,1.0
PRCP,0.0,1.0
RAB30,1.0,0.0
RAB30-AS1,0.0,1.0
PCF11,0.0,1.0
ANKRD42,1.0,0.0
CCDC90B,0.0,1.0
DLG2,1.0,0.0
TMEM126B,1.0,0.0
TMEM126A,1.0,0.0
CREBZF,0.0,1.0
CCDC89,0.0,1.0
SYTL2,1.0,0.0
CCDC83,0.0,1.0
PICALM,1.0,0.0
EED,0.0,1.0
CCDC81,1.0,0.0
ME3,0.0,1.0
PRSS23,0.0,1.0
FZD4,1.0,0.0
TMEM135,1.0,0.0
RAB38,1.0,0.0
CTSC,0.0,1.0
NOX4,0.0,1.0
NAALAD2,0.0,1.0
CHORDC1,0.0,1.0
FAT3,1.0,0.0
SLC36A4,1.0,0.0
SMCO4,1.0,0.0
SCARNA9,1.0,0.0
C11orf54,1.0,0.0
TAF1D,1.0,0.0
MED17,0.0,1.0
PANX1,1.0,0.0
GPR83,0.0,1.0
ANKRD49,1.0,0.0
FUT4,1.0,0.0
PIWIL4,1.0,0.0
AMOTL1,1.0,0.0
CWC15,0.0,1.0
KDM4D,1.0,0.0
SRSF8,1.0,0.0
ENDOD1,1.0,0.0
SESN3,0.0,1.0
FAM76B,0.0,1.0
CEP57,0.0,1.0
MTMR2,0.0,1.0
MAML2,0.0,1.0
CCDC82,0.0,1.0
JRKL,1.0,0.0
CNTN5,0.0,1.0
ARHGAP42,0.0,1.0
PGR,1.0,0.0
YAP1,1.0,0.0
BIRC3,0.0,1.0
BIRC2,1.0,0.0
TMEM123,1.0,0.0
MMP7,1.0,0.0
MMP10,0.0,1.0
MMP1,1.0,0.0
MMP13,0.0,1.0
DCUN1D5,1.0,0.0
DYNC2H1,0.0,1.0
PDGFD,1.0,0.0
CASP4,0.0,1.0
CASP1,0.0,1.0
CARD16,0.0,1.0
CARD17,1.0,0.0
MSANTD4,1.0,0.0
KBTBD3,1.0,0.0
AASDHPPT,1.0,0.0
GUCY1A2,0.0,1.0
CWF19L2,0.0,1.0
ALKBH8,1.0,0.0
ELMOD1,1.0,0.0
SLN,0.0,1.0
SLC35F2,0.0,1.0
CUL5,1.0,0.0
ACAT1,0.0,1.0
NPAT,1.0,0.0
ATM,0.0,1.0
C11orf65,1.0,0.0
KDELC2,1.0,0.0
EXPH5,1.0,0.0
DDX10,1.0,0.0
ZC3H12C,1.0,0.0
RDX,0.0,1.0
FDX1,0.0,1.0
ARHGAP20,1.0,0.0
C11orf53,1.0,0.0
COLCA1,0.0,1.0
COLCA2,0.0,1.0
POU2AF1,1.0,0.0
C11orf88,0.0,1.0
LAYN,1.0,0.0
SIK2,1.0,0.0
PPP2R1B,0.0,1.0
ALG9,1.0,0.0
FDXACB1,1.0,0.0
C11orf1,1.0,0.0
HSPB2,1.0,0.0
CRYAB,1.0,0.0
C11orf52,0.0,1.0
DIXDC1,1.0,0.0
DLAT,1.0,0.0
PIH1D2,1.0,0.0
TIMM8B,0.0,1.0
SDHD,0.0,1.0
IL18,1.0,0.0
TEX12,0.0,1.0
BCO2,1.0,0.0
AP002884.1,1.0,0.0
PTS,1.0,0.0
PLET1,0.0,1.0
NCAM1,1.0,0.0
TTC12,0.0,1.0
ANKK1,1.0,0.0
DRD2,0.0,1.0
TMPRSS5,1.0,0.0
ZW10,1.0,0.0
CLDN25,1.0,0.0
USP28,0.0,1.0
HTR3B,0.0,1.0
HTR3A,0.0,1.0
ZBTB16,1.0,0.0
NNMT,1.0,0.0
C11orf71,1.0,0.0
RBM7,1.0,0.0
REXO2,1.0,0.0
NXPE2,1.0,0.0
AP000462.3,1.0,0.0
CADM1,0.0,1.0
AP000462.1,1.0,0.0
AP000997.1,0.0,1.0
AP000997.2,0.0,1.0
AP000797.3,1.0,0.0
LINC00900,0.0,1.0
BUD13,0.0,1.0
APOA1,0.0,1.0
APOA1-AS,0.0,1.0
SIK3,0.0,1.0
AP000936.1,0.0,1.0
PAFAH1B2,0.0,1.0
SIDT2,1.0,0.0
TAGLN,1.0,0.0
PCSK7,0.0,1.0
RNF214,1.0,0.0
BACE1,1.0,0.0
CEP164,1.0,0.0
DSCAML1,0.0,1.0
FXYD2,1.0,0.0
FXYD6-FXYD2,0.0,1.0
FXYD6,1.0,0.0
TMPRSS13,1.0,0.0
IL10RA,1.0,0.0
TMPRSS4,1.0,0.0
SCN4B,1.0,0.0
SCN2B,0.0,1.0
MPZL3,0.0,1.0
MPZL2,1.0,0.0
CD3G,1.0,0.0
UBE4A,0.0,1.0
KMT2A,0.0,1.0
TTC36,1.0,0.0
TMEM25,1.0,0.0
IFT46,1.0,0.0
ARCN1,1.0,0.0
PHLDB1,0.0,1.0
TREH,1.0,0.0
DDX6,1.0,0.0
CXCR5,1.0,0.0
BCL9L,0.0,1.0
UPK2,1.0,0.0
FOXR1,1.0,0.0
CCDC84,0.0,1.0
RPS25,0.0,1.0
TRAPPC4,0.0,1.0
SLC37A4,1.0,0.0
HYOU1,1.0,0.0
VPS11,0.0,1.0
HMBS,0.0,1.0
H2AFX,1.0,0.0
DPAGT1,0.0,1.0
C2CD2L,1.0,0.0
HINFP,1.0,0.0
ABCG4,1.0,0.0
NLRX1,1.0,0.0
PDZD3,1.0,0.0
CCDC153,1.0,0.0
CBL,0.0,1.0
MCAM,1.0,0.0
RNF26,0.0,1.0
MFRP,1.0,0.0
USP2,1.0,0.0
THY1,1.0,0.0
USP2-AS1,1.0,0.0
TRIM29,0.0,1.0
OAF,0.0,1.0
POU2F3,0.0,1.0
TMEM136,1.0,0.0
ARHGEF12,0.0,1.0
GRIK4,0.0,1.0
TBCEL,1.0,0.0
TECTA,1.0,0.0
SC5D,1.0,0.0
SORL1,1.0,0.0
BLID,1.0,0.0
UBASH3B,1.0,0.0
CRTAM,0.0,1.0
HSPA8,1.0,0.0
CLMP,0.0,1.0
GRAMD1B,0.0,1.0
SCN3B,1.0,0.0
ZNF202,1.0,0.0
OR8D4,1.0,0.0
OR10G4,1.0,0.0
VWA5A,1.0,0.0
TBRG1,1.0,0.0
SIAE,1.0,0.0
SPA17,1.0,0.0
NRGN,0.0,1.0
VSIG2,1.0,0.0
ESAM,1.0,0.0
MSANTD2,1.0,0.0
AP000866.1,0.0,1.0
ROBO3,1.0,0.0
ROBO4,1.0,0.0
CCDC15,1.0,0.0
SLC37A2,1.0,0.0
AP001007.1,1.0,0.0
TMEM218,0.0,1.0
PKNOX2,1.0,0.0
FEZ1,1.0,0.0
EI24,0.0,1.0
STT3A-AS1,0.0,1.0
STT3A,1.0,0.0
CHEK1,0.0,1.0
ACRV1,1.0,0.0
PATE2,1.0,0.0
HYLS1,1.0,0.0
PUS3,1.0,0.0
DDX25,1.0,0.0
CDON,0.0,1.0
RPUSD4,0.0,1.0
FAM118B,0.0,1.0
FOXRED1,0.0,1.0
TIRAP,1.0,0.0
DCPS,0.0,1.0
ST3GAL4,1.0,0.0
KIRREL3,1.0,0.0
AP002833.1,0.0,1.0
KIRREL3-AS3,0.0,1.0
ETS1,0.0,1.0
SENCR,0.0,1.0
FLI1,0.0,1.0
KCNJ1,0.0,1.0
C11orf45,1.0,0.0
KCNJ5,1.0,0.0
TP53AIP1,1.0,0.0
ARHGAP32,1.0,0.0
BARX2,1.0,0.0
TMEM45B,1.0,0.0
NFRKB,1.0,0.0
PRDM10,1.0,0.0
LINC00167,1.0,0.0
APLP2,0.0,1.0
ST14,1.0,0.0
ZBTB44,1.0,0.0
ADAMTS8,1.0,0.0
ADAMTS15,0.0,1.0
C11orf44,1.0,0.0
SNX19,0.0,1.0
NTM,1.0,0.0
OPCML,0.0,1.0
SPATA19,1.0,0.0
IGSF9B,0.0,1.0
AP000911.1,0.0,1.0
JAM3,0.0,1.0
NCAPD3,1.0,0.0
VPS26B,1.0,0.0
THYN1,1.0,0.0
